item,category,co2_per_unit,unit
GoodFarm Deodorant,Personal Care,2.14,piece
BrandA Jacket,Clothing,18.83,piece
BrandA Muffin,Bakery,1.84,kg
BrandB Carrot,Vegetables,0.24,kg
BrandC Jeans,Clothing,2.6,piece
BrandB Grapes,Fruits,1.44,piece
GoodFarm Soap,Personal Care,0.18,piece
NaturePlus Grapes,Fruits,1.92,kg
EcoLife Cake,Bakery,3.13,piece
BrandC Oats,Food,3.09,pack
NaturePlus Soap,Personal Care,2.14,piece
BrandA Coke,Beverages,1.09,bottle
BrandA Mango,Fruits,0.77,kg
EcoLife Orange,Fruits,1.49,piece
BrandC Sweater,Clothing,19.87,piece
BrandB Banana,Fruits,0.76,kg
BrandB Sweater,Clothing,12.09,piece
EcoLife Tomato,Vegetables,0.19,piece
BrandB Oats,Food,0.29,kg
BrandA Coke,Beverages,2.93,liter
BrandA Tablet,Electronics,190.4,piece
BrandC Pork,Meat,25.09,kg
BrandA Milk,Dairy,2.91,liter
NaturePlus Jacket,Clothing,17.98,piece
GoodFarm Phone,Electronics,117.48,piece
BrandA Beef,Meat,24.72,kg
EcoLife Jeans,Clothing,2.98,piece
NaturePlus Cake,Bakery,3.57,piece
EcoLife Cream,Dairy,4.02,liter
BrandA Turkey,Meat,27.56,kg
BrandA Deodorant,Personal Care,1.5,piece
BrandB Headphones,Electronics,63.06,piece
BrandA Beans,Food,1.41,pack
NaturePlus Cream,Dairy,1.59,kg
NaturePlus Pork,Meat,21.61,kg
BrandA Potato,Vegetables,0.47,piece
BrandA Toothpaste,Personal Care,2.66,piece
GoodFarm Carrot,Vegetables,1.45,kg
EcoLife Chicken,Meat,17.19,kg
BrandC TV,Electronics,85.1,piece
BrandA Tomato,Vegetables,0.53,kg
BrandB Lentils,Food,3.43,piece
NaturePlus Oats,Food,2.86,piece
GoodFarm Beans,Food,2.73,pack
NaturePlus T-shirt,Clothing,17.51,piece
BrandC Toothpaste,Personal Care,2.62,piece
BrandC Mango,Fruits,0.51,kg
BrandA Chicken,Meat,26.13,kg
NaturePlus Cake,Bakery,1.75,piece
BrandC Chicken,Meat,20.01,kg
BrandB Tea,Beverages,0.69,liter
BrandB Butter,Dairy,7.59,liter
NaturePlus Toothpaste,Personal Care,2.45,piece
EcoLife Lamb,Meat,22.26,kg
EcoLife Jacket,Clothing,4.36,piece
GoodFarm Spinach,Vegetables,1.24,kg
BrandB Butter,Dairy,4.76,kg
BrandA Beans,Food,1.01,pack
EcoLife Bagel,Bakery,2.46,kg
BrandC Juice,Beverages,1.65,bottle
EcoLife Lentils,Food,4.35,pack
BrandB Grapes,Fruits,1.64,kg
BrandB Water,Beverages,0.95,liter
EcoLife Muffin,Bakery,3.99,piece
GoodFarm Muffin,Bakery,3.53,kg
BrandC Croissant,Bakery,4.84,kg
BrandA Chicken,Meat,12.34,kg
BrandC Muffin,Bakery,1.4,kg
GoodFarm Mango,Fruits,0.16,kg
BrandA Coffee,Beverages,1.66,bottle
BrandA Headphones,Electronics,107.91,piece
NaturePlus Toothpaste,Personal Care,1.27,piece
BrandA Laptop,Electronics,103.92,piece
EcoLife Beef,Meat,19.85,kg
BrandC Deodorant,Personal Care,0.94,piece
BrandB Tea,Beverages,1.37,liter
EcoLife Apple,Fruits,0.73,piece
GoodFarm Shirt,Clothing,17.26,piece
NaturePlus Orange,Fruits,0.97,piece
GoodFarm Apple,Fruits,0.89,piece
BrandA Shampoo,Personal Care,3.8,piece
BrandB Tea,Beverages,0.48,bottle
BrandC Shirt,Clothing,9.12,piece
NaturePlus Oats,Food,2.14,pack
BrandA Bagel,Bakery,0.61,kg
NaturePlus Banana,Fruits,0.7,kg
BrandA Headphones,Electronics,97.08,piece
GoodFarm Shirt,Clothing,8.18,piece
GoodFarm Butter,Dairy,1.46,kg
NaturePlus Bagel,Bakery,1.68,piece
EcoLife Grapes,Fruits,1.72,piece
BrandA Tea,Beverages,1.41,liter
BrandC Jeans,Clothing,16.8,piece
BrandB Lentils,Food,0.45,kg
NaturePlus Cheese,Dairy,9.62,kg
GoodFarm Banana,Fruits,0.26,kg
GoodFarm Coffee,Beverages,1.31,bottle
NaturePlus Coffee,Beverages,1.73,liter
BrandB Beef,Meat,14.06,kg
EcoLife Jeans,Clothing,19.99,piece
BrandC Sweater,Clothing,2.22,piece
BrandA Yogurt,Dairy,6.53,kg
EcoLife Orange,Fruits,1.54,kg
GoodFarm Phone,Electronics,86.62,piece
BrandB Cream,Dairy,3.68,liter
BrandA Carrot,Vegetables,1.67,piece
BrandA Spinach,Vegetables,0.91,kg
BrandA Lotion,Personal Care,0.86,piece
BrandB Grapes,Fruits,0.97,piece
EcoLife Deodorant,Personal Care,1.88,piece
BrandB Shirt,Clothing,2.97,piece
EcoLife Rice,Food,2.21,piece
BrandC Onion,Vegetables,1.85,kg
GoodFarm Pasta,Food,0.76,pack
BrandC Lentils,Food,2.19,pack
BrandC Apple,Fruits,1.11,piece
BrandB Juice,Beverages,1.87,liter
BrandA T-shirt,Clothing,11.24,piece
BrandC Coffee,Beverages,1.69,liter
NaturePlus Carrot,Vegetables,1.59,kg
EcoLife Chicken,Meat,24.48,kg
GoodFarm Lamb,Meat,12.26,kg
EcoLife T-shirt,Clothing,16.55,piece
GoodFarm Shirt,Clothing,18.19,piece
NaturePlus Lamb,Meat,27.59,kg
EcoLife Chicken,Meat,12.23,kg
NaturePlus Beans,Food,0.57,pack
EcoLife Pasta,Food,3.94,piece
NaturePlus Jeans,Clothing,2.85,piece
NaturePlus T-shirt,Clothing,19.82,piece
BrandB Tomato,Vegetables,0.73,kg
NaturePlus Water,Beverages,2.37,bottle
GoodFarm Jeans,Clothing,18.8,piece
BrandB Orange,Fruits,1.74,piece
BrandA Spinach,Vegetables,0.47,kg
BrandC Mango,Fruits,1.5,piece
BrandC Pork,Meat,22.82,kg
BrandC Lotion,Personal Care,2.1,piece
NaturePlus Headphones,Electronics,138.27,piece
BrandA Apple,Fruits,1.39,piece
GoodFarm Water,Beverages,0.6,bottle
GoodFarm Butter,Dairy,1.74,kg
NaturePlus Milk,Dairy,8.66,kg
NaturePlus Coffee,Beverages,0.37,bottle
BrandA Milk,Dairy,3.99,kg
NaturePlus Rice,Food,3.14,piece
GoodFarm Croissant,Bakery,1.32,kg
GoodFarm Rice,Food,0.36,kg
EcoLife Grapes,Fruits,0.37,piece
BrandC Sweater,Clothing,2.23,piece
BrandA Deodorant,Personal Care,0.18,piece
BrandA Coke,Beverages,2.02,liter
BrandA Oats,Food,0.24,kg
BrandB Phone,Electronics,25.12,piece
BrandB Jeans,Clothing,10.19,piece
NaturePlus Cake,Bakery,3.03,kg
NaturePlus Phone,Electronics,143.15,piece
BrandA Turkey,Meat,27.51,kg
EcoLife Laptop,Electronics,53.69,piece
NaturePlus Bread,Bakery,3.73,piece
BrandB Cheese,Dairy,2.67,kg
NaturePlus Deodorant,Personal Care,3.87,piece
NaturePlus Cream,Dairy,3.18,liter
BrandC Bread,Bakery,3.17,piece
BrandA Coffee,Beverages,2.38,liter
NaturePlus Grapes,Fruits,1.0,piece
NaturePlus Laptop,Electronics,13.51,piece
EcoLife Carrot,Vegetables,0.52,kg
BrandC Sweater,Clothing,5.74,piece
GoodFarm Shampoo,Personal Care,1.29,piece
GoodFarm Lotion,Personal Care,3.92,piece
BrandB Onion,Vegetables,1.62,piece
BrandB Spinach,Vegetables,0.9,piece
BrandA Lamb,Meat,12.53,kg
GoodFarm Deodorant,Personal Care,4.58,piece
EcoLife Rice,Food,3.18,piece
NaturePlus Chicken,Meat,11.55,kg
BrandB Tomato,Vegetables,1.69,piece
GoodFarm Lentils,Food,3.74,piece
EcoLife Cream,Dairy,4.34,kg
BrandA Lamb,Meat,9.18,kg
BrandA Cheese,Dairy,4.58,kg
BrandB Spinach,Vegetables,0.39,piece
NaturePlus Deodorant,Personal Care,1.48,piece
NaturePlus Pork,Meat,25.93,kg
GoodFarm Deodorant,Personal Care,1.02,piece
BrandB T-shirt,Clothing,13.49,piece
EcoLife Turkey,Meat,9.37,kg
BrandC Coke,Beverages,2.89,bottle
BrandA Soap,Personal Care,0.24,piece
EcoLife Spinach,Vegetables,0.29,piece
GoodFarm Potato,Vegetables,1.09,kg
BrandB Jeans,Clothing,18.95,piece
BrandC Beans,Food,4.48,piece
GoodFarm Onion,Vegetables,0.67,kg
GoodFarm Deodorant,Personal Care,0.62,piece
BrandC Mango,Fruits,0.7,piece
BrandB Phone,Electronics,37.3,piece
BrandC Lotion,Personal Care,0.47,piece
GoodFarm Onion,Vegetables,0.6,kg
NaturePlus Headphones,Electronics,40.27,piece
NaturePlus Oats,Food,2.91,pack
BrandC Turkey,Meat,21.9,kg
BrandA Soap,Personal Care,0.14,piece
GoodFarm Soap,Personal Care,1.44,piece
BrandC Milk,Dairy,2.83,liter
GoodFarm Coke,Beverages,2.08,bottle
GoodFarm T-shirt,Clothing,9.47,piece
BrandC Spinach,Vegetables,0.87,piece
BrandA Grapes,Fruits,0.79,kg
EcoLife Water,Beverages,2.18,liter
BrandA Onion,Vegetables,0.31,piece
GoodFarm Lamb,Meat,6.31,kg
BrandB Beef,Meat,15.5,kg
BrandA Apple,Fruits,0.14,piece
BrandB Coke,Beverages,0.91,liter
NaturePlus Jeans,Clothing,8.94,piece
EcoLife Yogurt,Dairy,3.2,liter
EcoLife Shirt,Clothing,3.4,piece
NaturePlus Jacket,Clothing,6.58,piece
BrandB Potato,Vegetables,1.41,kg
NaturePlus Bagel,Bakery,2.4,kg
GoodFarm Carrot,Vegetables,0.9,kg
GoodFarm Muffin,Bakery,4.53,piece
BrandB Coke,Beverages,1.79,bottle
NaturePlus Mango,Fruits,1.11,piece
BrandA Orange,Fruits,1.7,kg
NaturePlus Cake,Bakery,2.76,kg
EcoLife Lotion,Personal Care,1.15,piece
BrandB Juice,Beverages,0.85,bottle
GoodFarm TV,Electronics,141.29,piece
BrandB Bagel,Bakery,4.66,kg
GoodFarm Soap,Personal Care,4.35,piece
EcoLife Rice,Food,4.02,kg
EcoLife Rice,Food,0.91,pack
BrandC Jeans,Clothing,14.55,piece
NaturePlus Toothpaste,Personal Care,3.49,piece
BrandC Turkey,Meat,6.01,kg
EcoLife Phone,Electronics,34.41,piece
BrandB Pasta,Food,4.55,piece
EcoLife TV,Electronics,90.54,piece
BrandA Phone,Electronics,178.61,piece
BrandB Juice,Beverages,1.53,liter
NaturePlus Milk,Dairy,2.87,liter
BrandC Sweater,Clothing,19.71,piece
BrandA Lentils,Food,2.15,piece
BrandB Lotion,Personal Care,3.85,piece
GoodFarm Shampoo,Personal Care,0.39,piece
NaturePlus Juice,Beverages,1.84,liter
BrandA Spinach,Vegetables,0.54,kg
GoodFarm Orange,Fruits,0.96,piece
BrandA Muffin,Bakery,4.14,kg
BrandC Headphones,Electronics,133.46,piece
BrandB Bread,Bakery,1.7,kg
EcoLife Lamb,Meat,29.78,kg
GoodFarm Pasta,Food,4.52,piece
BrandC Beans,Food,0.78,pack
GoodFarm Tablet,Electronics,169.05,piece
BrandB Cake,Bakery,4.43,piece
GoodFarm Croissant,Bakery,2.87,kg
NaturePlus Orange,Fruits,1.58,kg
BrandC Water,Beverages,2.1,bottle
BrandC Potato,Vegetables,1.04,kg
BrandA Pork,Meat,25.94,kg
BrandB Carrot,Vegetables,1.11,kg
BrandB Carrot,Vegetables,1.82,kg
GoodFarm Toothpaste,Personal Care,2.6,piece
EcoLife Cheese,Dairy,2.03,liter
GoodFarm Rice,Food,2.6,pack
BrandB Jeans,Clothing,16.57,piece
NaturePlus Coke,Beverages,0.98,liter
BrandC Beef,Meat,24.05,kg
BrandC Rice,Food,0.73,kg
NaturePlus TV,Electronics,158.3,piece
NaturePlus Tomato,Vegetables,1.93,piece
BrandA Sweater,Clothing,18.29,piece
NaturePlus TV,Electronics,198.62,piece
BrandC Shirt,Clothing,8.44,piece
EcoLife Lentils,Food,0.23,piece
BrandC Mango,Fruits,0.1,kg
NaturePlus Coke,Beverages,0.36,bottle
BrandB Laptop,Electronics,32.71,piece
NaturePlus TV,Electronics,98.84,piece
GoodFarm Beef,Meat,26.24,kg
BrandB Cake,Bakery,1.98,kg
NaturePlus Potato,Vegetables,1.3,kg
NaturePlus Phone,Electronics,13.26,piece
BrandA Tea,Beverages,0.89,liter
GoodFarm Headphones,Electronics,86.71,piece
EcoLife Yogurt,Dairy,6.85,liter
EcoLife Mango,Fruits,0.3,piece
BrandC Soap,Personal Care,2.1,piece
GoodFarm Muffin,Bakery,4.44,piece
EcoLife Bagel,Bakery,4.69,piece
NaturePlus Yogurt,Dairy,6.41,liter
NaturePlus Sweater,Clothing,10.15,piece
BrandC Apple,Fruits,0.96,piece
GoodFarm Headphones,Electronics,54.69,piece
BrandA Lentils,Food,3.07,kg
GoodFarm Lotion,Personal Care,2.5,piece
BrandA Rice,Food,1.45,piece
BrandA Butter,Dairy,8.31,kg
GoodFarm Sweater,Clothing,4.06,piece
GoodFarm Croissant,Bakery,1.29,kg
NaturePlus Spinach,Vegetables,1.87,piece
BrandB Laptop,Electronics,135.92,piece
BrandA Apple,Fruits,1.3,piece
NaturePlus Milk,Dairy,0.95,liter
EcoLife Juice,Beverages,1.22,bottle
GoodFarm Chicken,Meat,26.1,kg
BrandA Toothpaste,Personal Care,2.18,piece
GoodFarm Headphones,Electronics,65.96,piece
GoodFarm Soap,Personal Care,4.29,piece
BrandA Shirt,Clothing,18.98,piece
EcoLife Beef,Meat,21.74,kg
EcoLife Deodorant,Personal Care,2.41,piece
NaturePlus Oats,Food,4.15,piece
BrandB Headphones,Electronics,31.97,piece
GoodFarm Grapes,Fruits,0.85,piece
BrandC Oats,Food,2.09,kg
NaturePlus Spinach,Vegetables,1.74,kg
BrandB Chicken,Meat,7.01,kg
EcoLife Rice,Food,1.43,piece
EcoLife Bagel,Bakery,2.91,kg
BrandB Bread,Bakery,1.8,piece
BrandB Mango,Fruits,1.14,piece
GoodFarm Oats,Food,4.99,piece
BrandC Orange,Fruits,1.25,piece
BrandB Juice,Beverages,2.08,liter
BrandB Turkey,Meat,22.47,kg
GoodFarm Shirt,Clothing,11.48,piece
GoodFarm Banana,Fruits,1.68,piece
EcoLife Deodorant,Personal Care,1.91,piece
NaturePlus Bagel,Bakery,1.06,piece
BrandA Mango,Fruits,1.93,piece
BrandB Potato,Vegetables,0.51,kg
BrandB Bagel,Bakery,3.14,piece
EcoLife Shampoo,Personal Care,1.04,piece
EcoLife Water,Beverages,2.78,liter
EcoLife Water,Beverages,1.95,bottle
NaturePlus Soap,Personal Care,0.84,piece
NaturePlus Shirt,Clothing,6.34,piece
BrandB Sweater,Clothing,13.53,piece
BrandA Rice,Food,4.12,pack
BrandA Bagel,Bakery,2.66,piece
BrandA Yogurt,Dairy,4.18,kg
EcoLife Carrot,Vegetables,1.99,kg
EcoLife Pasta,Food,2.67,kg
BrandA Cream,Dairy,6.35,kg
EcoLife Rice,Food,4.54,piece
GoodFarm Toothpaste,Personal Care,3.72,piece
BrandB Phone,Electronics,107.73,piece
NaturePlus Cake,Bakery,3.48,piece
NaturePlus Spinach,Vegetables,0.37,piece
NaturePlus Coffee,Beverages,0.22,liter
BrandB Beef,Meat,23.98,kg
NaturePlus Tablet,Electronics,51.72,piece
BrandA TV,Electronics,42.39,piece
BrandB Lentils,Food,4.4,kg
BrandB Grapes,Fruits,1.48,piece
GoodFarm Chicken,Meat,10.55,kg
BrandA Pasta,Food,3.71,kg
EcoLife Milk,Dairy,2.11,liter
BrandB Lotion,Personal Care,1.79,piece
BrandC Cream,Dairy,8.0,liter
BrandB Shampoo,Personal Care,4.76,piece
NaturePlus Milk,Dairy,1.45,kg
BrandB Lentils,Food,1.83,kg
BrandA TV,Electronics,188.15,piece
GoodFarm Milk,Dairy,6.45,liter
NaturePlus Jeans,Clothing,3.93,piece
NaturePlus Coffee,Beverages,2.84,liter
BrandA Cheese,Dairy,8.32,kg
EcoLife Onion,Vegetables,1.48,piece
GoodFarm Milk,Dairy,3.24,kg
NaturePlus Pasta,Food,3.97,pack
GoodFarm Onion,Vegetables,0.45,kg
BrandA Phone,Electronics,76.13,piece
BrandA Bagel,Bakery,2.97,piece
GoodFarm Yogurt,Dairy,9.35,kg
BrandB Tomato,Vegetables,1.61,piece
BrandB Lamb,Meat,10.73,kg
EcoLife Potato,Vegetables,0.82,piece
BrandC Chicken,Meat,26.82,kg
BrandA Orange,Fruits,1.35,kg
EcoLife Cake,Bakery,4.97,kg
GoodFarm Spinach,Vegetables,0.73,kg
NaturePlus Spinach,Vegetables,1.94,kg
BrandB Chicken,Meat,8.09,kg
BrandA Rice,Food,1.8,pack
BrandA Tomato,Vegetables,0.45,piece
NaturePlus Beans,Food,1.33,kg
EcoLife Lamb,Meat,27.51,kg
GoodFarm Cake,Bakery,4.44,piece
BrandA Cream,Dairy,2.93,kg
EcoLife Toothpaste,Personal Care,0.96,piece
BrandC Tea,Beverages,0.59,liter
NaturePlus Onion,Vegetables,1.81,piece
BrandB Mango,Fruits,0.25,piece
NaturePlus Coffee,Beverages,0.98,bottle
GoodFarm Mango,Fruits,0.35,kg
GoodFarm Cake,Bakery,0.47,kg
GoodFarm Pork,Meat,25.43,kg
BrandB Tablet,Electronics,146.67,piece
NaturePlus Croissant,Bakery,4.55,piece
BrandB Juice,Beverages,2.96,liter
GoodFarm Laptop,Electronics,105.5,piece
BrandA Croissant,Bakery,4.63,kg
NaturePlus Bagel,Bakery,0.56,piece
GoodFarm Laptop,Electronics,126.39,piece
BrandB Toothpaste,Personal Care,1.75,piece
BrandB Milk,Dairy,9.86,kg
BrandC Potato,Vegetables,1.27,kg
BrandC Cake,Bakery,3.28,piece
BrandA Rice,Food,3.06,kg
GoodFarm Yogurt,Dairy,6.46,kg
BrandA Lamb,Meat,7.68,kg
BrandA Lotion,Personal Care,2.15,piece
BrandA Mango,Fruits,0.92,kg
NaturePlus Lotion,Personal Care,2.99,piece
BrandB Bread,Bakery,0.39,piece
BrandA Bagel,Bakery,2.05,kg
BrandC Coke,Beverages,1.48,bottle
GoodFarm Jacket,Clothing,5.59,piece
NaturePlus Beef,Meat,20.75,kg
NaturePlus Water,Beverages,0.71,bottle
BrandA Tomato,Vegetables,1.63,kg
BrandC Milk,Dairy,1.7,kg
BrandC Bagel,Bakery,0.84,kg
BrandA Cake,Bakery,3.68,piece
EcoLife Lamb,Meat,13.69,kg
EcoLife Lotion,Personal Care,0.28,piece
GoodFarm Lotion,Personal Care,1.24,piece
GoodFarm Onion,Vegetables,1.78,kg
GoodFarm Soap,Personal Care,3.8,piece
GoodFarm Toothpaste,Personal Care,2.6,piece
GoodFarm Jacket,Clothing,5.12,piece
BrandB Orange,Fruits,0.1,piece
EcoLife Rice,Food,1.7,kg
BrandB Jeans,Clothing,17.67,piece
GoodFarm Turkey,Meat,9.29,kg
BrandB Turkey,Meat,23.72,kg
BrandA Soap,Personal Care,1.86,piece
GoodFarm Coffee,Beverages,2.34,liter
NaturePlus Banana,Fruits,0.23,kg
BrandB Sweater,Clothing,16.51,piece
BrandB Cake,Bakery,0.47,piece
EcoLife Cream,Dairy,7.06,kg
NaturePlus Headphones,Electronics,158.42,piece
NaturePlus Mango,Fruits,0.36,piece
NaturePlus Jacket,Clothing,19.29,piece
GoodFarm Water,Beverages,1.73,liter
BrandB Lentils,Food,2.98,piece
NaturePlus Jacket,Clothing,13.06,piece
EcoLife Sweater,Clothing,18.26,piece
NaturePlus Water,Beverages,1.34,liter
EcoLife Lamb,Meat,25.4,kg
BrandB Oats,Food,4.5,kg
NaturePlus Cake,Bakery,1.14,piece
BrandB Cheese,Dairy,1.01,kg
EcoLife Croissant,Bakery,4.54,piece
NaturePlus Bagel,Bakery,0.96,kg
EcoLife Deodorant,Personal Care,3.63,piece
NaturePlus Sweater,Clothing,14.89,piece
NaturePlus Tomato,Vegetables,0.39,piece
BrandA Carrot,Vegetables,0.72,piece
GoodFarm Jacket,Clothing,5.47,piece
GoodFarm Oats,Food,3.9,piece
EcoLife T-shirt,Clothing,14.04,piece
BrandB Juice,Beverages,0.9,bottle
GoodFarm Coke,Beverages,0.37,liter
NaturePlus Orange,Fruits,1.52,kg
GoodFarm Butter,Dairy,8.95,kg
EcoLife Phone,Electronics,162.59,piece
GoodFarm Carrot,Vegetables,1.8,kg
BrandC Lamb,Meat,28.58,kg
BrandB Orange,Fruits,0.24,piece
EcoLife Toothpaste,Personal Care,0.46,piece
NaturePlus T-shirt,Clothing,18.72,piece
NaturePlus Orange,Fruits,0.72,kg
GoodFarm Bagel,Bakery,4.63,piece
EcoLife Milk,Dairy,8.43,liter
BrandC Lentils,Food,1.9,pack
BrandB Toothpaste,Personal Care,3.14,piece
BrandC Apple,Fruits,0.88,kg
GoodFarm Bread,Bakery,2.91,kg
BrandA Spinach,Vegetables,1.76,kg
GoodFarm Tablet,Electronics,123.13,piece
EcoLife Potato,Vegetables,1.43,piece
EcoLife Cheese,Dairy,6.58,kg
EcoLife Carrot,Vegetables,1.98,kg
NaturePlus Phone,Electronics,64.36,piece
BrandB Cheese,Dairy,5.19,liter
BrandC Soap,Personal Care,3.3,piece
EcoLife Potato,Vegetables,1.04,piece
BrandC Apple,Fruits,0.82,kg
BrandC Jacket,Clothing,10.37,piece
EcoLife Phone,Electronics,31.74,piece
GoodFarm Apple,Fruits,0.55,piece
BrandB Coke,Beverages,0.49,liter
BrandB Tablet,Electronics,42.63,piece
BrandA Turkey,Meat,26.09,kg
BrandC Onion,Vegetables,1.25,kg
EcoLife Milk,Dairy,4.72,kg
EcoLife Mango,Fruits,1.13,kg
NaturePlus Laptop,Electronics,101.52,piece
GoodFarm Potato,Vegetables,0.75,piece
BrandB Mango,Fruits,0.76,piece
BrandA Shirt,Clothing,6.07,piece
EcoLife Lamb,Meat,23.53,kg
NaturePlus Coffee,Beverages,0.61,liter
BrandA T-shirt,Clothing,16.44,piece
EcoLife TV,Electronics,127.6,piece
NaturePlus Bagel,Bakery,4.53,kg
EcoLife Deodorant,Personal Care,2.41,piece
BrandB Orange,Fruits,1.06,piece
BrandA Tea,Beverages,0.51,liter
GoodFarm Chicken,Meat,11.0,kg
BrandA Jacket,Clothing,18.57,piece
BrandA Tomato,Vegetables,1.63,piece
BrandC Toothpaste,Personal Care,0.87,piece
EcoLife Coke,Beverages,1.84,bottle
BrandC Turkey,Meat,14.45,kg
BrandA Cake,Bakery,3.9,kg
BrandA Lentils,Food,1.68,kg
BrandC Tea,Beverages,1.15,bottle
GoodFarm Shampoo,Personal Care,0.56,piece
GoodFarm Oats,Food,4.01,kg
BrandC Headphones,Electronics,112.78,piece
GoodFarm Milk,Dairy,4.65,liter
BrandB Lamb,Meat,5.34,kg
EcoLife Muffin,Bakery,2.55,kg
BrandB Toothpaste,Personal Care,1.64,piece
GoodFarm Croissant,Bakery,3.94,piece
BrandA Lotion,Personal Care,0.66,piece
EcoLife Mango,Fruits,1.73,piece
NaturePlus Croissant,Bakery,1.99,piece
BrandB Grapes,Fruits,1.46,kg
BrandA Turkey,Meat,20.29,kg
EcoLife Pork,Meat,25.92,kg
GoodFarm Mango,Fruits,0.56,piece
EcoLife Tomato,Vegetables,1.4,piece
BrandB Lentils,Food,0.54,pack
BrandA Orange,Fruits,1.48,kg
BrandA Water,Beverages,2.57,liter
GoodFarm Bagel,Bakery,1.14,kg
BrandA Coffee,Beverages,0.79,liter
NaturePlus Tablet,Electronics,118.82,piece
EcoLife Lotion,Personal Care,2.19,piece
BrandA Oats,Food,0.74,kg
NaturePlus Coke,Beverages,0.65,bottle
BrandC Cheese,Dairy,3.06,kg
BrandA Beef,Meat,18.07,kg
EcoLife Sweater,Clothing,15.13,piece
GoodFarm Headphones,Electronics,108.08,piece
BrandB Muffin,Bakery,4.87,piece
BrandB Grapes,Fruits,1.28,kg
NaturePlus T-shirt,Clothing,6.93,piece
BrandC Laptop,Electronics,58.48,piece
BrandA Milk,Dairy,8.6,kg
NaturePlus Bagel,Bakery,2.23,kg
BrandA Oats,Food,4.78,kg
GoodFarm Soap,Personal Care,0.99,piece
BrandA Muffin,Bakery,3.61,piece
EcoLife Spinach,Vegetables,0.69,piece
EcoLife Tea,Beverages,1.43,bottle
NaturePlus Bread,Bakery,1.98,kg
BrandC Apple,Fruits,0.33,piece
NaturePlus Juice,Beverages,2.89,bottle
EcoLife TV,Electronics,99.94,piece
NaturePlus Carrot,Vegetables,1.37,piece
BrandC Oats,Food,0.38,piece
EcoLife TV,Electronics,129.12,piece
BrandA Turkey,Meat,5.94,kg
GoodFarm Toothpaste,Personal Care,4.21,piece
BrandB Beans,Food,2.47,piece
BrandC Rice,Food,2.43,piece
NaturePlus Shirt,Clothing,8.32,piece
BrandC Headphones,Electronics,132.78,piece
NaturePlus Potato,Vegetables,1.19,kg
BrandA Sweater,Clothing,9.45,piece
BrandC TV,Electronics,120.81,piece
BrandA Yogurt,Dairy,5.82,liter
BrandC Chicken,Meat,19.94,kg
BrandA Banana,Fruits,0.84,kg
NaturePlus TV,Electronics,40.22,piece
NaturePlus Bread,Bakery,2.11,kg
NaturePlus Yogurt,Dairy,6.15,liter
BrandB Pasta,Food,0.56,piece
BrandC Juice,Beverages,1.85,bottle
BrandC Laptop,Electronics,86.8,piece
EcoLife Banana,Fruits,1.69,piece
GoodFarm Juice,Beverages,0.91,bottle
BrandC Butter,Dairy,3.57,liter
NaturePlus Pasta,Food,2.07,pack
GoodFarm Potato,Vegetables,0.31,piece
NaturePlus Potato,Vegetables,0.32,kg
GoodFarm Spinach,Vegetables,1.01,piece
EcoLife Muffin,Bakery,0.98,piece
BrandC Apple,Fruits,1.84,piece
BrandB Jeans,Clothing,4.8,piece
EcoLife Muffin,Bakery,1.02,kg
GoodFarm Bread,Bakery,1.41,kg
EcoLife Beans,Food,4.18,pack
GoodFarm Beef,Meat,10.36,kg
BrandB Lotion,Personal Care,3.83,piece
BrandB Oats,Food,4.95,pack
BrandB Chicken,Meat,28.01,kg
BrandA Potato,Vegetables,0.63,piece
NaturePlus Lentils,Food,3.9,pack
NaturePlus Croissant,Bakery,3.46,kg
BrandA Oats,Food,4.97,pack
BrandB Milk,Dairy,0.98,kg
EcoLife Milk,Dairy,7.03,kg
GoodFarm Apple,Fruits,1.27,piece
BrandA Jacket,Clothing,10.99,piece
BrandA Lotion,Personal Care,0.58,piece
EcoLife Deodorant,Personal Care,1.52,piece
BrandB Potato,Vegetables,1.51,piece
BrandB Apple,Fruits,0.27,piece
NaturePlus Beans,Food,0.13,pack
BrandB Rice,Food,1.28,piece
BrandA Beef,Meat,23.05,kg
NaturePlus Beans,Food,1.63,piece
GoodFarm T-shirt,Clothing,19.06,piece
BrandA Muffin,Bakery,2.86,piece
NaturePlus Butter,Dairy,8.96,kg
BrandA Muffin,Bakery,1.03,kg
EcoLife Shirt,Clothing,5.93,piece
EcoLife Jeans,Clothing,3.25,piece
NaturePlus Muffin,Bakery,1.3,piece
GoodFarm Oats,Food,2.75,kg
EcoLife Lamb,Meat,19.28,kg
GoodFarm Potato,Vegetables,0.94,kg
GoodFarm Chicken,Meat,23.66,kg
BrandB Beans,Food,1.56,pack
NaturePlus Pasta,Food,4.08,kg
BrandB Jacket,Clothing,9.22,piece
EcoLife Oats,Food,2.03,pack
GoodFarm Soap,Personal Care,4.78,piece
BrandC Pork,Meat,29.96,kg
GoodFarm Headphones,Electronics,165.15,piece
BrandB Tea,Beverages,0.7,liter
BrandB Cake,Bakery,2.35,piece
BrandC Coke,Beverages,0.87,bottle
NaturePlus Grapes,Fruits,1.6,piece
EcoLife Juice,Beverages,0.26,liter
BrandB Mango,Fruits,1.43,kg
NaturePlus Beans,Food,1.33,piece
BrandB Cheese,Dairy,1.3,kg
BrandB Onion,Vegetables,1.61,piece
GoodFarm Pork,Meat,20.58,kg
